splus-filters/uJAVA.dat,splus-filters/F0378.dat,splus-filters/F0395.dat,splus-filters/F0410.dat,splus-filters/F0430.dat,splus-filters/gSDSS.dat,splus-filters/F0515.dat,splus-filters/rSDSS.dat,splus-filters/F0660.dat,splus-filters/iSDSS.dat,splus-filters/F0861.dat,splus-filters/zSDSS.dat
1.587818653156485915e+01,1.543183773237641709e+01,1.519860382549774336e+01,1.496883280131431881e+01,1.481571935675792240e+01,1.452098593413374594e+01,1.425566213121095593e+01,1.397698388947488901e+01,1.370253922569276206e+01,1.368216368562537433e+01,1.354978256904594680e+01,1.348234916512850923e+01
1.661963754689854866e+01,1.617260209635950829e+01,1.587327112846524280e+01,1.561445412110162145e+01,1.543901087557043716e+01,1.510315187305823592e+01,1.484753027174032702e+01,1.445697192891476313e+01,1.422383317040643824e+01,1.408913720399332270e+01,1.392355612766361794e+01,1.384914807041561424e+01
1.733551997901448871e+01,1.687731762024713689e+01,1.653122026871687567e+01,1.624862359961093006e+01,1.605232371149628534e+01,1.567306603665869424e+01,1.541651399910580444e+01,1.493000675899497942e+01,1.472212747786140774e+01,1.449329496346271462e+01,1.429571592833117144e+01,1.421345660896832719e+01
1.803675753719965158e+01,1.756029809516192230e+01,1.717945770682010576e+01,1.687610582293592643e+01,1.665969085123413151e+01,1.623493647296036357e+01,1.597041315133759021e+01,1.539816005554625811e+01,1.520341081872099842e+01,1.489542131267829284e+01,1.466671381767651816e+01,1.457587298265693754e+01
1.439996442753264638e+01,1.397220155417646659e+01,1.396341610690832802e+01,1.380997560200858310e+01,1.370558711181754141e+01,1.350761416835434936e+01,1.327025516138380290e+01,1.312416884887393032e+01,1.262987041729594218e+01,1.297717237598767603e+01,1.289511019418465487e+01,1.280383411778861635e+01
1.528263580779793251e+01,1.485928433826410533e+01,1.472200307799919905e+01,1.452103217633329812e+01,1.438459804288610222e+01,1.413530679288706260e+01,1.390966897265011148e+01,1.363527902851711993e+01,1.323760798094131452e+01,1.339481451837801096e+01,1.327515393191243653e+01,1.317894521215533921e+01
1.608919985705018618e+01,1.566557468393317443e+01,1.543254037989875549e+01,1.519560651628754577e+01,1.503268442225003376e+01,1.473484316691653184e+01,1.451184247726971854e+01,1.413038107547776612e+01,1.380592713247979653e+01,1.380652503635861272e+01,1.365184952518626638e+01,1.354940292026458870e+01
1.684459182558075341e+01,1.641294326971481965e+01,1.611217465906296908e+01,1.584717840697826396e+01,1.566110387047463171e+01,1.531576834193803016e+01,1.508785777252058047e+01,1.461399437519853883e+01,1.434106648203070655e+01,1.421398771727873900e+01,1.402611772995055084e+01,1.391635043471386091e+01
1.756862082137157799e+01,1.712177995848560030e+01,1.677307387030817054e+01,1.648486802533969353e+01,1.627747406641227457e+01,1.588459835864408909e+01,1.564637973406826355e+01,1.508948142013047011e+01,1.484992470695115863e+01,1.461840758709336363e+01,1.439863306574175006e+01,1.428065224050453530e+01
1.827446054982882018e+01,1.780719596204017208e+01,1.742301966929584367e+01,1.711439593632600520e+01,1.688662698402740858e+01,1.644555281628424126e+01,1.619358388598206844e+01,1.555925507634788296e+01,1.533895358262683750e+01,1.502063645403255343e+01,1.476988575178808993e+01,1.464294701595360770e+01
1.347360997439124652e+01,1.326140287069294210e+01,1.292461798849013555e+01,1.287369792689989900e+01,1.280122290502526106e+01,1.275628720010341333e+01,1.269738833373429721e+01,1.254853676059986078e+01,1.191499992760530269e+01,1.257635354445866760e+01,1.257295278425915974e+01,1.256516030577426868e+01
1.430351597597546665e+01,1.400870623174700746e+01,1.364667919244306837e+01,1.357247325677309213e+01,1.347760745735565102e+01,1.337959072854959963e+01,1.328243016894437467e+01,1.307613546509520752e+01,1.257347954133964585e+01,1.300552327238318462e+01,1.296388187637131928e+01,1.294831495317627734e+01
1.507354803957616873e+01,1.471754391691837505e+01,1.433353724144721220e+01,1.423927280506346271e+01,1.412407679517353465e+01,1.397717173094719634e+01,1.384706967756130958e+01,1.358344257841015157e+01,1.318789609258771556e+01,1.342582108220938686e+01,1.334854392916831678e+01,1.332489534812156329e+01
1.580611983718910274e+01,1.540297364632884047e+01,1.499875686055194457e+01,1.488620868982846268e+01,1.475154935384296628e+01,1.455792848160220920e+01,1.439829689476346353e+01,1.407593461522843548e+01,1.376200210431610493e+01,1.383969226917596096e+01,1.372859677706599690e+01,1.369651541041622345e+01
1.651678017662875320e+01,1.607478596807480997e+01,1.565122051202203046e+01,1.552126258682108606e+01,1.536738553957078146e+01,1.512779744865942710e+01,1.494092755204015965e+01,1.455784504142730817e+01,1.430183304753623652e+01,1.424893744879810775e+01,1.410528785844983624e+01,1.406441426524943772e+01
1.721507368638296143e+01,1.673888007101098552e+01,1.629634819303700155e+01,1.614936474260237276e+01,1.597624735776409999e+01,1.569055999520590738e+01,1.547813590621684376e+01,1.503229052516436504e+01,1.481429250972820633e+01,1.465485639326977285e+01,1.447954140270778289e+01,1.442951250032624522e+01
1.352722608021271533e+01,1.325505953143401605e+01,1.295001858080012802e+01,1.288246151411419582e+01,1.280516661149388646e+01,1.271758900452336682e+01,1.257448853806613620e+01,1.249126447330783840e+01,1.193865081994183619e+01,1.247560741898347736e+01,1.246179488398333213e+01,1.244837359884243533e+01
1.435841733246864926e+01,1.402065543714879858e+01,1.367331927716778672e+01,1.357501840020745298e+01,1.347325356311028877e+01,1.333612766129102845e+01,1.317969928780100908e+01,1.300347654456639113e+01,1.256897684359493361e+01,1.289392965100366517e+01,1.284269049048041644e+01,1.282194690274850579e+01
1.512925206202132422e+01,1.474105569499230661e+01,1.436094374671363205e+01,1.423784500876759829e+01,1.411437978378803670e+01,1.393043254554235766e+01,1.375783350759126655e+01,1.349955856805602572e+01,1.315727947408926646e+01,1.330640533550807270e+01,1.322000133289530233e+01,1.319143436889870280e+01
1.586223426067004461e+01,1.543334949412423818e+01,1.502661184074506373e+01,1.488234578062682623e+01,1.473856096191634002e+01,1.450889116167856763e+01,1.431776965411928337e+01,1.398405857459870738e+01,1.370891517804737170e+01,1.371468541334198754e+01,1.359471040315677648e+01,1.355784625430380252e+01
1.657303892501208153e+01,1.610908182847869696e+01,1.567932830556194013e+01,1.551593712264484815e+01,1.535242862448426671e+01,1.507707364788475779e+01,1.486588850663177830e+01,1.446036413778038288e+01,1.423062764692241622e+01,1.411995326173874865e+01,1.396753932055462322e+01,1.392194395362790793e+01
1.727131340755508049e+01,1.677536157288328766e+01,1.632459438933913631e+01,1.614316389974472798e+01,1.596013787083474789e+01,1.563852333296531150e+01,1.540650289146156560e+01,1.493090773466479426e+01,1.472922880517826805e+01,1.452304680991165320e+01,1.433901332381213400e+01,1.428428274236001094e+01
1.358944142620887341e+01,1.313103872303025987e+01,1.304967791085673134e+01,1.297445298502305455e+01,1.289711973876853612e+01,1.271180464261029464e+01,1.233493708443758585e+01,1.251375479183566064e+01,1.202180459064941864e+01,1.246232845821023538e+01,1.243188339314557034e+01,1.238126254150445327e+01
1.445017010325177331e+01,1.400766875968613512e+01,1.381474376011334648e+01,1.368652529112109129e+01,1.357942159272810123e+01,1.336363089795710657e+01,1.304388567331401738e+01,1.303143523753831978e+01,1.264068461654638931e+01,1.288612348202962288e+01,1.281632101694569492e+01,1.276183203565858371e+01
1.524146054275583317e+01,1.480587718004112396e+01,1.452955879294560226e+01,1.436175722690575718e+01,1.422970838682621597e+01,1.398069433809098250e+01,1.369910195696434307e+01,1.353132905652540963e+01,1.321874304387798738e+01,1.330239068181647433e+01,1.319621750853323228e+01,1.313648857909470813e+01
1.598733841549072032e+01,1.554772729611689108e+01,1.521181677036116930e+01,1.501374337163724526e+01,1.485954658091789149e+01,1.457395714140038301e+01,1.431273497332090194e+01,1.401840668636921983e+01,1.376183847623477341e+01,1.371324481567517317e+01,1.357280304671304272e+01,1.350667289661461545e+01
1.670585595551362346e+01,1.625309948832265050e+01,1.587425174508796211e+01,1.565169619774100873e+01,1.547682095148637949e+01,1.515140855748168569e+01,1.489656173706628728e+01,1.449640910988967768e+01,1.427684295361764022e+01,1.412021996787683342e+01,1.394698849385098960e+01,1.387348841570150704e+01
1.740864791274531953e+01,1.693644473803819395e+01,1.652507139507043732e+01,1.628139845725598178e+01,1.608655603722323946e+01,1.571846454103088142e+01,1.546018251915769248e+01,1.496803904289536469e+01,1.477041767855171805e+01,1.452441092295539526e+01,1.431944093034143783e+01,1.423775715369305139e+01
1.367345440762980679e+01,1.316856397974103920e+01,1.318346281251619168e+01,1.309852227853488493e+01,1.301792198370569587e+01,1.283412823874928499e+01,1.246158507159418072e+01,1.261681829914393127e+01,1.208238723000935444e+01,1.255764791264919289e+01,1.251971026600158332e+01,1.245610317467382622e+01
1.455533620556266960e+01,1.408014625755627414e+01,1.395092373996497948e+01,1.381380228543518562e+01,1.370205080977341616e+01,1.348714941295959413e+01,1.317128954536726759e+01,1.313921210558537389e+01,1.271331445419576234e+01,1.298307648264960612e+01,1.290474960273474103e+01,1.283902933430628757e+01
1.536157592863539101e+01,1.490582251429104055e+01,1.466735798618037201e+01,1.449112857113669683e+01,1.435353494066302993e+01,1.410500756142272216e+01,1.382711860074162935e+01,1.364260980832928460e+01,1.330218845256812621e+01,1.340045389720541458e+01,1.328508635335706778e+01,1.321545657937587315e+01
1.611693667344552594e+01,1.566660342486673052e+01,1.535062828302120330e+01,1.514440779374278456e+01,1.498411755740415963e+01,1.469877067128577686e+01,1.444120647279169312e+01,1.413221512114520273e+01,1.385432472085629207e+01,1.381203545581751335e+01,1.366199177166915923e+01,1.358695177028658030e+01
1.684108245189824871e+01,1.638387065075547255e+01,1.601366486073807138e+01,1.578313211220054590e+01,1.560183784427533560e+01,1.527652392579570595e+01,1.502534930840647753e+01,1.461200163036957100e+01,1.437644697760215173e+01,1.421946371053267733e+01,1.403640850441040477e+01,1.395472423922410421e+01
1.754709969061283559e+01,1.707426132691409393e+01,1.666483054506289463e+01,1.641328572491494953e+01,1.621183212570576870e+01,1.584375518896112389e+01,1.558917979832654943e+01,1.508487078900524558e+01,1.487536595614764146e+01,1.462391397696831596e+01,1.440902762967903961e+01,1.431968087863886829e+01
1.379807613261492527e+01,1.335995447848290674e+01,1.337141697457671974e+01,1.327413596145586006e+01,1.319029771316288269e+01,1.304148657735314565e+01,1.278981545667568476e+01,1.274119382412781398e+01,1.212186223061157087e+01,1.267174420099765619e+01,1.261323381847996394e+01,1.251905958537987651e+01
1.471154824123430593e+01,1.428086718815775846e+01,1.414966877805573553e+01,1.400575371388045731e+01,1.388891507341965870e+01,1.369251738888084979e+01,1.346175869549577619e+01,1.327314594326276342e+01,1.277379456256331913e+01,1.309901517963653639e+01,1.299961919821137180e+01,1.290316149856218253e+01
1.554072690176555405e+01,1.511418979869570656e+01,1.487352318728170708e+01,1.469388705242369575e+01,1.454997045539179190e+01,1.430833341849626628e+01,1.408807709567474298e+01,1.378359438364248213e+01,1.338209881623352437e+01,1.351764544129938450e+01,1.338094201105015379e+01,1.328037749755243446e+01
1.631085914552311422e+01,1.588041289469566841e+01,1.556150123613484659e+01,1.535389068641339883e+01,1.518654394756288717e+01,1.490030644125860526e+01,1.468087651055303589e+01,1.427822213244258798e+01,1.395091178730702275e+01,1.393004370618674947e+01,1.375856417051024927e+01,1.365236197783801764e+01
1.704381328912588245e+01,1.660117879283676601e+01,1.622737682925936653e+01,1.599664297965877857e+01,1.580788398618268609e+01,1.547660614995723982e+01,1.525054013968906652e+01,1.476148791406839145e+01,1.448645358155532570e+01,1.433797309397272635e+01,1.413349891068321007e+01,1.402039633581688172e+01
1.775486602461626617e+01,1.729367485743761890e+01,1.688020465534714631e+01,1.662915640282829344e+01,1.642001458781865608e+01,1.604269603153658608e+01,1.580491572074056172e+01,1.523670997474797595e+01,1.499562228293839361e+01,1.474269965329011534e+01,1.450649084056573379e+01,1.438544460617892007e+01
1.531041127649844391e+01,1.497962847822896926e+01,1.470793498825165990e+01,1.453479623134416521e+01,1.441364810740137692e+01,1.419057670886216549e+01,1.402432297310432041e+01,1.375498753345955016e+01,1.370020023428812728e+01,1.354728947090393198e+01,1.347153252553601455e+01,1.345662614721713446e+01
1.599474751827657748e+01,1.563451991397261231e+01,1.534372064686816550e+01,1.515359189597096012e+01,1.501269116931793768e+01,1.474513249597386100e+01,1.455276289557034808e+01,1.421547492845616922e+01,1.414272115162426680e+01,1.394662485362431248e+01,1.383967309812833157e+01,1.381572430061846113e+01
1.667874282896736915e+01,1.628938214165976106e+01,1.597949431049888780e+01,1.577235078032778226e+01,1.561170254113056721e+01,1.529850378438204750e+01,1.508118488757539843e+01,1.467551427480264614e+01,1.458523804995615514e+01,1.434571313747227173e+01,1.420780149620810029e+01,1.417463404335874166e+01
1.736240076584702408e+01,1.694421520160477357e+01,1.661525598088843836e+01,1.639107289908258736e+01,1.621068222335371445e+01,1.585070770457112665e+01,1.560958895244355382e+01,1.513510793692871381e+01,1.502775092913135957e+01,1.474455476182924762e+01,1.457591771702804273e+01,1.453335098455702301e+01
1.804572493675508227e+01,1.759901913488993230e+01,1.725100565988092782e+01,1.700975826819080794e+01,1.680963021746160280e+01,1.640176242134270979e+01,1.613797509382681383e+01,1.559425846302615959e+01,1.547025978901376853e+01,1.514315022601260630e+01,1.494402175798037469e+01,1.489186984060977004e+01
1.872871899481616609e+01,1.825379398335940451e+01,1.788674334941998367e+01,1.762840690489252182e+01,1.740854652588760842e+01,1.695168703845106961e+01,1.666634331570479688e+01,1.605296857972367164e+01,1.591276462948354897e+01,1.554150008870870003e+01,1.531211361659692649e+01,1.525018376822616339e+01
1.542728130652941054e+01,1.508522474098784194e+01,1.484631223551707713e+01,1.462659550643538431e+01,1.449636552633014297e+01,1.422546824331289450e+01,1.404054497557416603e+01,1.372848473726759444e+01,1.366373538525693654e+01,1.349751974609933391e+01,1.342989338837899460e+01,1.341394759007586224e+01
1.611120994589608912e+01,1.574015149765741661e+01,1.548210412824829696e+01,1.524531224053661838e+01,1.509542152213251676e+01,1.477898156744836733e+01,1.456898697665326559e+01,1.418877058178522255e+01,1.410625033746996770e+01,1.389682928856605848e+01,1.379804852038683016e+01,1.377304746315837569e+01
1.679480425408210564e+01,1.639504883643552446e+01,1.611788406457890588e+01,1.586399231169148116e+01,1.569444571274257605e+01,1.533133141442545444e+01,1.509741104663265965e+01,1.464860958528821477e+01,1.454876127503534811e+01,1.429589288740112885e+01,1.416619150971500041e+01,1.413195854039094534e+01
1.747806780876102195e+01,1.704991679639863733e+01,1.675365204593373036e+01,1.648263573717270702e+01,1.629343809738090698e+01,1.588253563920421918e+01,1.562581718879991577e+01,1.510800418723935401e+01,1.499126819783901432e+01,1.469471098971786027e+01,1.453432235331519173e+01,1.449067663549400997e+01
1.816100423187065971e+01,1.770475541741879866e+01,1.738940807383299259e+01,1.710124253553069451e+01,1.689239867623375346e+01,1.643261303209584412e+01,1.615420540677081007e+01,1.556695700860920972e+01,1.543377110578313172e+01,1.509328410162767220e+01,1.490244104827663030e+01,1.484919666050353548e+01
1.884361718447367551e+01,1.835956474015766204e+01,1.802515214989223225e+01,1.771981272659026985e+01,1.749132745045273651e+01,1.698158322387480723e+01,1.668257570448900751e+01,1.602547084642421638e+01,1.587626999878610157e+01,1.549161278766690764e+01,1.527054759182627386e+01,1.520751200468291664e+01
1.608207958143509941e+01,1.572996128386996340e+01,1.565834794245574280e+01,1.519258654487858529e+01,1.503375743777728779e+01,1.462692111004208151e+01,1.441820121627653783e+01,1.399621311482504105e+01,1.390487559184638577e+01,1.370873741803685952e+01,1.360470309388872501e+01,1.356714927075431909e+01
1.676583430883360748e+01,1.638502913167583941e+01,1.629413299673849380e+01,1.581100268532840936e+01,1.563281380855516112e+01,1.517788455131404213e+01,1.494670412002581550e+01,1.445615348144797174e+01,1.434738352665854144e+01,1.410763318424070256e+01,1.397286443255396371e+01,1.392594904391869726e+01
1.744925461298855041e+01,1.704006624443736584e+01,1.692990655421108315e+01,1.642938288056390661e+01,1.623183806238510130e+01,1.572775637441059438e+01,1.547518922186022827e+01,1.491565003704597991e+01,1.478988744592405347e+01,1.450628345059030089e+01,1.434101363449343047e+01,1.428455702758621548e+01
1.813234398376384959e+01,1.769507265904434590e+01,1.756566861447772609e+01,1.704772715487910517e+01,1.683083019704828587e+01,1.627655501664918347e+01,1.600365652421182361e+01,1.537470533718053112e+01,1.523238734958020224e+01,1.490468877098886047e+01,1.470915069652765972e+01,1.464296925301954921e+01
1.881510596066265251e+01,1.835004841335728187e+01,1.820141917720654234e+01,1.766603553378729430e+01,1.742979021129890782e+01,1.682429958838969242e+01,1.653210602983624611e+01,1.583332211434010794e+01,1.567488323758046143e+01,1.530284975744137732e+01,1.507727561561338980e+01,1.500118082881973258e+01
1.949754412765545553e+01,1.900499354620126624e+01,1.883715824212969991e+01,1.828430804401663323e+01,1.802871810486412585e+01,1.737100978873481694e+01,1.706053774181249949e+01,1.629150327231154805e+01,1.611737510989452815e+01,1.570076707935851168e+01,1.544538838884379039e+01,1.535918536286285807e+01
1.640677335448591734e+01,1.607002320839209020e+01,1.605070449897152329e+01,1.548453948158058147e+01,1.530100945687966707e+01,1.485013223050566999e+01,1.463698749895003637e+01,1.417196865801712313e+01,1.406748351193210489e+01,1.383002628000135381e+01,1.369693244278423272e+01,1.364240065748896136e+01
1.709056561826202980e+01,1.672521399629608041e+01,1.668636858734539530e+01,1.610287950069933771e+01,1.589999009062366575e+01,1.540026958099866583e+01,1.516549962604489288e+01,1.463172487633794283e+01,1.450998564392181045e+01,1.422853503663036001e+01,1.406509602516043778e+01,1.400098603118242657e+01
1.777402086137628956e+01,1.738037333888221880e+01,1.732202138076878484e+01,1.672118376866929168e+01,1.649893868053394641e+01,1.594934030132730918e+01,1.569399401150535489e+01,1.509103807919589890e+01,1.495248375658779771e+01,1.462679998043161866e+01,1.443324745188886915e+01,1.435937848572064546e+01
1.845714259112935807e+01,1.803550126980223567e+01,1.795766287978767295e+01,1.733945231082357452e+01,1.709785522725812257e+01,1.649736275130429419e+01,1.622247065785644438e+01,1.554991089142149185e+01,1.539497784990013152e+01,1.502482176868764263e+01,1.480138671948857088e+01,1.471757420048386500e+01
1.913993436737954212e+01,1.869059782378112189e+01,1.859329308500055689e+01,1.795768515370121321e+01,1.769673973239722642e+01,1.704435588910708077e+01,1.675092956794417276e+01,1.600834611292140508e+01,1.583746792384519075e+01,1.542260111473782125e+01,1.516951382461497566e+01,1.507556839699605256e+01
1.982239979724146295e+01,1.934566303661123854e+01,1.922891199705839327e+01,1.857588232504273407e+01,1.829559219850521146e+01,1.759033919180797056e+01,1.727937074493529579e+01,1.646634671293042018e+01,1.627995397842556358e+01,1.582013878717109456e+01,1.553762876406008964e+01,1.543335480988645081e+01
1.690344053200424312e+01,1.654956934805458602e+01,1.658370140567864937e+01,1.589687371480648714e+01,1.567075017327124264e+01,1.515454500402213789e+01,1.493476865360411132e+01,1.439820620372477755e+01,1.428143511636908336e+01,1.401769069556495673e+01,1.387146800362572385e+01,1.377211755265974880e+01
1.758689394975088405e+01,1.720486708730882341e+01,1.721915957876376169e+01,1.651516970235791604e+01,1.626958065574062573e+01,1.570342980397390242e+01,1.546329030968578344e+01,1.485773840166462101e+01,1.472393088154257335e+01,1.441596051329127270e+01,1.423962988908636795e+01,1.413015772816224391e+01
1.827001065053471152e+01,1.786013273144842017e+01,1.785460665754974841e+01,1.713343015861408958e+01,1.686837926247609687e+01,1.625128191284296264e+01,1.599179431688758690e+01,1.531682920719989660e+01,1.516642262270370800e+01,1.481398775900077247e+01,1.460777953692402953e+01,1.448800125532461003e+01
1.895279419740771587e+01,1.851536631032333347e+01,1.849004264461533253e+01,1.775165510800012925e+01,1.746714599976161963e+01,1.679811966871915274e+01,1.652028067784178589e+01,1.577548132098995559e+01,1.560891033985132914e+01,1.521177314579920470e+01,1.497591694336358792e+01,1.484564446551931205e+01
1.963524820695630879e+01,1.917056785495507043e+01,1.912546754257948223e+01,1.836984457613210253e+01,1.806588087480370319e+01,1.734396190673832194e+01,1.704874939549695867e+01,1.623369761591218108e+01,1.605139403300055179e+01,1.560931744140392219e+01,1.534404210476825803e+01,1.520308267132020852e+01
2.031737634379531343e+01,1.982573739753135911e+01,1.976088135410137525e+01,1.898799858981290356e+01,1.866458389573004695e+01,1.788882788589003070e+01,1.757720047311773115e+01,1.669148113120242627e+01,1.649387370218280680e+01,1.600662146728562618e+01,1.571215501763981770e+01,1.556030968454231633e+01
1.529328320599668878e+01,1.496277903547415100e+01,1.469032171160092481e+01,1.451811951627258246e+01,1.439730028130015249e+01,1.417522828450180405e+01,1.400949589789704142e+01,1.374137067704281812e+01,1.368689229872310342e+01,1.353455052763087529e+01,1.345983164242654517e+01,1.344510014085703453e+01
1.597762922021789400e+01,1.561767447065088454e+01,1.532611110805348353e+01,1.513692039983906845e+01,1.499634750007385087e+01,1.472981178926425905e+01,1.453793793019550584e+01,1.420186627823814440e+01,1.412942372592361018e+01,1.393389302125864582e+01,1.382797337769923907e+01,1.380420165850830294e+01
1.666163072884394936e+01,1.627253868197040632e+01,1.596188654851685307e+01,1.575568290924457493e+01,1.559536160081591127e+01,1.528320934612456306e+01,1.506636128429070887e+01,1.466191310975806950e+01,1.457194763046759256e+01,1.433298821835817982e+01,1.419610278716147356e+01,1.416311458992864480e+01
1.734529297812482795e+01,1.692737262469645643e+01,1.659764890576672869e+01,1.637440775139925364e+01,1.619434318640564641e+01,1.583543847926384096e+01,1.559476625308300335e+01,1.512151376215880738e+01,1.501446518450486600e+01,1.473183662763693569e+01,1.456421991223917622e+01,1.452183457563379498e+01
1.802862046536088414e+01,1.758217684013299120e+01,1.723339866579345525e+01,1.699309533339518197e+01,1.679329260682481362e+01,1.638651757769612516e+01,1.612315301764153830e+01,1.558067093250372359e+01,1.545697716794271948e+01,1.513043879559679361e+01,1.493232478178745204e+01,1.488035634981805622e+01
1.871161731253566884e+01,1.823695164362875332e+01,1.786913609965428762e+01,1.761174589348584618e+01,1.739221006615787957e+01,1.693646587172757734e+01,1.665152169065048682e+01,1.603938744531220451e+01,1.589948409969272980e+01,1.552879531290109405e+01,1.530041741574803815e+01,1.523867307468987597e+01
1.541069802579161241e+01,1.506943754965983295e+01,1.482945529212042324e+01,1.461009004508969689e+01,1.447995307100931051e+01,1.421020184578053680e+01,1.402578739336849090e+01,1.371488431082638648e+01,1.365043819063783026e+01,1.348456932494106830e+01,1.341708803153081142e+01,1.340111884773642537e+01
1.609465490227634987e+01,1.572436862657503731e+01,1.546525156358926445e+01,1.522881117490361724e+01,1.507901393750396402e+01,1.476374263488122374e+01,1.455423261869824536e+01,1.417517734119502570e+01,1.409296194464406149e+01,1.388388169224831437e+01,1.378524332940578923e+01,1.376021833990856713e+01
1.677827338063685048e+01,1.637926762387153801e+01,1.610103367060865409e+01,1.584749405075342388e+01,1.567804162735173001e+01,1.531611854616596524e+01,1.508265876518786719e+01,1.463502294867173426e+01,1.453547876515426829e+01,1.428294795795109984e+01,1.415338639292253653e+01,1.411912892675822029e+01
1.746155884262340763e+01,1.703413578788326177e+01,1.673680259575708007e+01,1.646613938220149009e+01,1.627703671993010914e+01,1.586734782537811661e+01,1.561106628309854649e+01,1.509442375223385291e+01,1.497798962865569372e+01,1.468176861625408058e+01,1.452151724547798928e+01,1.447784644591305714e+01
1.814451585909052866e+01,1.768897381824765702e+01,1.737255888577519514e+01,1.708474757883157480e+01,1.687599955104376903e+01,1.641744948488658906e+01,1.613945544895763007e+01,1.555338249112636539e+01,1.542049518487685766e+01,1.508034420546670695e+01,1.488963590300024897e+01,1.483636582297800821e+01
1.882714859016784814e+01,1.834378211621741528e+01,1.800830284526453440e+01,1.770331888134867881e+01,1.747493031600987479e+01,1.696644328002120261e+01,1.666782643334667924e+01,1.601190204019102126e+01,1.586299586612397583e+01,1.547867531211129766e+01,1.525774237613736695e+01,1.519468045286806124e+01
1.606458543240025350e+01,1.571297504945285972e+01,1.563939203305491255e+01,1.517596517417734781e+01,1.501749648275682425e+01,1.461244039467795908e+01,1.440420840219091225e+01,1.398377781190490232e+01,1.389282890799231218e+01,1.369755509549046302e+01,1.359432595659880327e+01,1.355691181650028732e+01
1.674836663448386886e+01,1.636806426060968889e+01,1.627519093619605073e+01,1.579439170161547246e+01,1.561655925267205980e+01,1.516344283062666953e+01,1.493272281482050978e+01,1.444372740353875351e+01,1.433534643881544390e+01,1.409645886744512744e+01,1.396248808080251713e+01,1.391571440087112244e+01
1.743180555024503420e+01,1.702311247483489254e+01,1.691097217555592280e+01,1.641277917811271436e+01,1.621558741870961029e+01,1.571335063771599572e+01,1.546121486167521120e+01,1.490323238133672312e+01,1.477785676552493221e+01,1.449511688236888141e+01,1.433063792735380026e+01,1.427432499892295503e+01
1.811490932538984922e+01,1.767812438924656604e+01,1.754673849033069288e+01,1.703112897614045806e+01,1.681458203104126881e+01,1.626218313881074806e+01,1.598968632791356193e+01,1.536229555359302346e+01,1.522036095483288598e+01,1.489352976970802267e+01,1.469877553395645897e+01,1.463273969478925629e+01
1.879768343307430811e+01,1.833310258707579621e+01,1.818249140181881884e+01,1.764944188222732890e+01,1.741354369646892764e+01,1.680995996788198710e+01,1.651813830249159665e+01,1.582091981882559573e+01,1.566285971656039955e+01,1.529169819276533637e+01,1.506690092668865510e+01,1.499095362993234737e+01
1.948013248092702909e+01,1.898804849740674072e+01,1.881823175492440825e+01,1.826771835270176325e+01,1.801247276607177383e+01,1.735670113500951572e+01,1.704657145030230581e+01,1.627910818976301144e+01,1.610535352304265544e+01,1.568962285565475234e+01,1.543501412338734191e+01,1.534896043270993538e+01
1.638915778399187317e+01,1.605253757384599211e+01,1.603105840146703187e+01,1.546811202217283743e+01,1.528495188408261463e+01,1.483615769680490182e+01,1.462355773744012488e+01,1.416026749978889576e+01,1.405626242391375946e+01,1.382018762081216146e+01,1.368811544797081758e+01,1.363379078513941600e+01
1.707298219950419238e+01,1.670775960949063332e+01,1.666674356770298360e+01,1.608646430247974735e+01,1.588394044995236065e+01,1.538633843020305214e+01,1.515208278938558983e+01,1.462003525572849050e+01,1.449877580279696510e+01,1.421870750593076416e+01,1.405627982159101386e+01,1.399238021589387948e+01
1.775645873718454126e+01,1.736293476113675283e+01,1.730240947996776768e+01,1.670477708731608146e+01,1.648289406357014286e+01,1.593544917631056101e+01,1.568058511023139268e+01,1.507935907074525694e+01,1.494128143943075493e+01,1.461698327215796489e+01,1.442443189233943635e+01,1.435077651983477942e+01
1.843959595852377120e+01,1.801807007261038862e+01,1.793805967389588929e+01,1.732305202722026394e+01,1.708181395547575931e+01,1.648350928521625747e+01,1.620906665149533055e+01,1.553824185973361161e+01,1.538378057900751550e+01,1.501501565965486229e+01,1.479257169937194938e+01,1.470897593263818059e+01
1.912240009923555917e+01,1.867316940735670627e+01,1.857369611349477978e+01,1.794129006619439792e+01,1.768070083791741354e+01,1.703053830034365745e+01,1.673752860354882799e+01,1.599668661339545572e+01,1.582627405022246059e+01,1.541280543785874890e+01,1.516069926971425907e+01,1.506697371247514461e+01
1.980487618460896115e+01,1.932823489226512592e+01,1.920931988992249373e+01,1.855949174993694584e+01,1.827955512410672156e+01,1.757655604630051727e+01,1.726597169312002578e+01,1.645469642627741180e+01,1.626876240458747347e+01,1.581035341314390585e+01,1.552881462179164807e+01,1.542476361751406522e+01
1.688242493889018547e+01,1.652905191847511546e+01,1.656129633467488205e+01,1.587791353571267017e+01,1.565212528663844260e+01,1.513794233142758650e+01,1.491866448057000305e+01,1.438352730958504999e+01,1.426708398966375491e+01,1.400392781412639032e+01,1.385796246657680264e+01,1.375883507270380157e+01
1.756592912645079352e+01,1.718439235423218392e+01,1.719678631479926523e+01,1.649622380891349138e+01,1.625096728980705052e+01,1.568686594438356074e+01,1.544719615598983076e+01,1.484306935823016893e+01,1.470959419046842420e+01,1.440220227124875230e+01,1.422612504404913558e+01,1.411687881458270333e+01
